Date,Production_all_log,Production_NAICS_log,Production_SIC_log,Employment_all_lin,Employment_manu_lin,Consumption_log,Inflation,Inflation_urban,NewOrders_log,Wages_all_log,Wages_manu_log,Labor_all_lin,Labor_manu_lin,FederalFundsRate_lin,StockMarketIndex_log,M2_cca,Production_all_log_cycle,Production_NAICS_log_cycle,Production_SIC_log_cycle,Employment_all_lin_cycle,Employment_manu_lin_cycle,Consumption_log_cycle,Inflation_cycle,Inflation_urban_cycle,NewOrders_log_cycle,Wages_all_log_cycle,Wages_manu_log_cycle,Labor_all_lin_cycle,Labor_manu_lin_cycle,FederalFundsRate_lin_cycle,StockMarketIndex_log_cycle,M2_cca_cycle
1983-06-01,392.2149558377051,382.4445650121183,388.15184360898616,90021,16960,373.5596041336459,4.458209462236053,2.416919246041423,413.19614257934074,210.2913897864978,215.87147225743436,34.9,40.1,8.98,512.1818817091707,6.09287058101657,-8.959312683998462,-7.036062164741736,-6.846694828836462,-4741.465338758237,-1409.6778267645059,0.7412338529510976,-1.369922085886115,-3.4328745549262454,5.633595446512686,-3.481803385428094,-4.852098720865598,0.019898375182613393,-0.23733801425112944,-5.755590522495728,5.8500700852837895,-1.7420827331535778
1983-07-01,393.7170148850068,383.96651931584415,389.586516780885,90437,17059,374.23491284675555,6.741045855091973,4.819283585867693,425.27717988166194,210.65702090680887,216.44717908644117,34.9,40.3,9.37,509.10471520869675,6.58525800934899,-7.786205012879577,-5.2059263837945196,-5.0140340371728485,-4593.274173587037,-1243.4212742749296,1.5512130584610873,0.8700759788943344,-1.7253600757094665,23.097222364786262,-3.0025052779071473,-4.137379070452482,0.013304437647157386,-0.01661853887782172,-5.402729031825642,4.226134051934764,0.3243927320955633
1983-08-01,394.82662132857155,384.72625930078584,390.3639965732291,90129,17118,374.4999829378213,5.139400820346347,3.6018036045078694,422.0977213155467,210.41341542702074,216.44717908644117,34.9,40.3,9.56,510.23024461257285,5.334888462082143,-6.31470806386443,-4.674537741960762,-4.431049502725216,-3914.528051418165,-987.4929976689236,1.2888486275722926,-1.0891663019065225,-3.5318861732233926,19.28619906415446,-4.388886335709714,-4.987733386735442,0.002022440496190825,-0.04545241615070239,-3.548243431361053,11.469031014645566,-0.5692533031019638
1983-09-01,396.3291999520447,386.6981705477932,392.2565240279496,91247,17255,374.77142398348286,4.182110107516935,3.5910251237447155,420.3198967134183,211.26345090355997,217.01959049483,35,40.6,9.45,511.2409428369561,5.311275869732863,-3.529430666344922,-2.5799244070402096,-2.405141015741549,-2087.436781405355,-794.9445114837727,2.0628769843793293,-1.7310406635030313,-3.0079111744518756,20.79439433547958,-4.147460585533878,-4.964509764140416,0.13080880094249636,0.34918844203738075,-1.6068353182222648,16.55292157461946,-2.1923052812904613
1983-10-01,397.15722256781305,387.8046278513084,393.36592447475016,91520,17367,375.56732427229434,2.0376978915740205,4.7713780555673,424.1326752570746,211.74596088673567,217.4751721484161,35.2,40.6,9.48,509.71187723274073,9.238539355232016,-2.857317541333373,-1.2446242698658807,-1.0650553567356837,-1556.828793067718,-222.17324139013363,4.086219495283842,-3.546641351181795,-1.6434862456615873,24.511054350597817,-3.7172051559651322,-4.421767543694784,0.33721810366085236,0.3603203819248151,-2.0131976694338896,9.41685669597723,1.3922390364887756
1983-11-01,397.5061652316483,388.2031729683416,393.747825396705,91875,17479,375.79156579953593,1.6994288212655504,3.566124466988976,423.70008626236245,211.74596088673567,217.9286876649552,35.1,40.6,9.34,511.4394492329415,7.408134459504691,-1.459171558910782,0.6502498141537103,0.7448166521206758,-449.5301797675347,127.74092245577049,4.719127513435808,-3.4466499438537554,-2.310190344151481,16.15425208133837,-3.6423277120204887,-3.6543830870252805,0.2344965684370095,0.4724502360134508,-1.4605970691420342,8.252242459879596,-0.13088722168833034
1983-12-01,398.0322569966701,388.5461347259779,394.03266513584316,92230,17551,376.8845235751818,0.6695361244948929,3.5555581567887238,431.48178849804316,211.98634561787512,218.2674796321488,35.1,40.5,9.47,510.5521099017812,6.345923472154272,0.25447151524861056,3.2521603415942764,3.256622494975602,909.3080802225595,447.96798107585346,4.763022701975046,-4.3900000732763855,-1.6352610371103307,25.800734383499275,-2.421051027278992,-2.5806086412019056,0.3000282924022386,0.4390463012755035,-1.143734514462281,10.556077890703648,-0.8598372256474685
1984-01-01,400.0048534658172,390.38557439615084,395.83988288496596,92673,17630,377.5171822678949,5.20007969801373,8.255560816244408,415.4184562578117,212.58479144939918,218.7174241482718,35.1,40.6,9.56,509.62624045419983,8.27841939128832,5.091255135520555,8.727121741271333,8.865259725638964,2281.276841263272,650.4719369844024,5.5045094981705915,0.2945059714118168,2.9202093155548168,12.223692735503164,-3.4215248780218985,-5.220985258815375,0.5053479134078742,1.1551609634556925,-1.0712110019494538,10.760856283416501,2.8259592885884297
1984-02-01,400.43286762121727,391.42465315606853,396.8830468803295,93157,17728,376.1874306980186,8.041860265770843,5.862249079259209,417.28476237100443,212.58479144939918,218.8295946591918,35.3,41.1,9.59,505.66278852127414,11.17222482028038,-0.557249732819912,1.2076498265162172,1.2514244606340412,1301.5552907931415,382.9877518746216,2.8575048092150155,3.221381525461789,0.7974786737809758,12.82855009359406,-2.6023541640759618,-3.776448657225501,0.5045746035485408,1.0876740016124273,-1.1790723605261686,12.868627206330643,2.7682052981736156
1984-03-01,400.9244085571635,391.8869514505203,397.34811621107946,93429,17806,377.0182905177971,3.941897975040457,3.5036521240018152,410.9233174715851,212.94214739848564,219.2770226986839,35.1,40.7,9.91,507.00355934023287,9.41528806635314,1.8707209112972123,2.8505878363981765,2.8646832158046323,1375.3272433212405,613.8064454544874,3.7484909277079623,-0.49752541716091114,-1.2520338363477364,9.478011608632414,-2.47394589332589,-3.2028466199697903,0.4415049640418829,0.8140578011001054,0.03140143129604844,16.17572354461163,1.7043787244386879
1984-04-01,401.5506961448796,392.4249950747667,397.8763475495805,93792,17872,377.7004793750058,4.539535192059193,4.655679942706619,414.6304301152812,213.41664413690822,219.4999882314108,35.2,40.8,10.29,507.54862851600143,9.068260883294931,3.599849410130844,4.737743749719812,4.763506805298732,2859.2154828453786,1047.285288865427,4.458185324628914,0.44477936224861736,0.4793639529411804,14.102304383214914,-1.2512743146377545,-2.8384962825976174,0.4194925219610113,0.8048391707189069,-0.43798516286427613,12.394166826208448,2.707854550516225
1984-05-01,402.023325672949,392.6619949775114,398.1091874027244,94098,17916,378.262022121597,1.525001427198511,2.321083895797162,408.09215418899606,213.41664413690822,219.6112848483529,35.1,40.7,10.32,501.42952748546776,6.770116688001713,5.370647794288402,6.7001166701940065,6.71289233903093,2181.429139177082,937.2854156057074,4.365256161071159,-2.260129405738361,-1.3417423121729803,6.623263352908964,-2.6300850720876667,-3.4358843657659293,0.3552950136230635,0.8054357078627632,-0.44822345574965894,9.192802634567045,-0.4830301123733145
1984-06-01,402.37164258466026,393.1121463286584,398.5600551216387,94479,17967,378.93580726801554,2.131751348797922,2.316603036069414,410.2643365036796,213.77104498038116,220.0552367428894,35.1,40.6,11.06,503.1613654783575,5.9739442712088655,5.278598440846281,6.786371376288798,6.8783626381122644,2898.38984339335,1210.9040121349535,5.717611244392799,-2.0444115051591107,-2.9507610057229074,8.307437529463016,-2.169166670661326,-3.086214807163344,0.4569687985330759,0.7353427710621077,0.1820879443914336,13.00539506826891,-2.245609070798488
1984-07-01,402.68541329319794,393.5727813226797,399.0114888403035,94789,18013,378.534805360011,4.298818918896574,4.619832462529793,399.0834185852436,214.12419425852826,220.27647577118347,35.1,40.6,11.23,501.5025668947396,4.541978116482731,4.750006173228485,6.233620295662604,6.204891947505132,4303.855601369956,1437.6602501545567,4.4300369479619235,-0.3957334849315055,-1.2739107971603278,-2.646574590547459,-2.7473778481614772,-3.137857796484724,0.42557065098497304,0.6891024420901033,1.5781393343263428,14.228232199374418,-2.9130118105816996
1984-08-01,402.78058197527287,393.70979839317437,399.1859538002904,95032,18034,378.93128514352065,3.6791273434962073,3.4532397931382346,398.89840465642743,214.12419425852826,220.71749081893876,35,40.5,11.64,511.60757645576115,3.7180927385443487,6.065509484753761,8.409456195470284,8.270454084390735,4116.1720368795795,1364.5983881935172,4.863360550348943,-0.9679479102800141,-1.4849655131805322,-4.161029447205692,-3.3033836016606415,-2.763543632122463,0.3845133879726532,0.6726846482449176,3.2354365832790055,14.026460370630105,-3.8327933287806566
1984-09-01,402.6033601038604,393.4789862502054,398.97578211975286,95344,18019,379.6499914172607,1.6263943010070903,3.443330913543287,385.43938925915097,214.5931282948669,221.046980408624,35.1,40.5,11.3,511.2590052742066,7.508739972734693,5.359139079414035,6.980219036416656,6.870203450527924,4034.3744188462006,1236.9714357446574,4.454622729729181,-2.196023451653194,0.06968838759795126,-19.492729282725918,-2.423444575994239,-2.604529112367061,0.5142179691365953,0.6955293758005539,1.8831802525111758,13.715493665848726,1.5001918899021423
1984-10-01,402.4385152358814,393.8435114446596,399.3584559070952,95629,18024,379.31944233785754,2.82931485428875,4.575792007697028,396.84033388642536,214.5931282948669,221.375387928743,34.9,40.5,9.99,511.25297860275793,7.727693083695132,6.837257873482031,9.404601423594727,9.323797325794601,5003.140246007766,1947.0367151471,3.602997921814847,-0.7758903984149486,1.373854968356448,-11.876483340783125,-1.5457497676435707,-1.2096547254118093,0.3856815368829203,0.8850719336817647,2.379647952770874,1.7344099783851448,1.0992880859803726
1984-11-01,402.83240545959404,394.18633214390286,399.6930170115059,95982,18016,380.7506577872148,1.6666347849839982,2.2813695084292474,395.12437185814275,214.82677326096885,221.81159363675954,35,40.4,9.43,509.73021795332613,11.89358457668179,7.923333155748196,11.643344547093761,11.432896326579112,5185.188887951837,1871.273984678961,3.611131714069188,-2.1686835943552722,-1.9392610717227776,-9.486897178845538,-1.1704635063537125,-0.6026628295855971,0.55889421307261955,0.6330207593466426,2.544900982807171,-1.9940793386074347,3.912390003973977
1984-12-01,402.94433086384026,394.5359130613727,400.02463143981134,96107,18023,380.90374451077224,3.3724757519842434,2.2770405314296935,396.6511190712216,215.29243184396393,222.13750375685026,35.1,40.5,8.38,511.9429936385518,13.07829327647386,10.450972729188777,13.418772409732355,13.164881406540701,4600.055525751901,1519.7746935368996,3.279710005768891,-0.9894979192483051,-1.6747197876675584,-7.099089532300638,-1.1646608318593223,0.1567193263142599,0.5753724807681451,0.7589866656625404,1.5728646268254804,-0.5140523590910107,6.271096804054701
1985-01-01,402.78450084051246,394.15080185395726,399.6992632798218,96372,18009,381.79540549798486,5.982410334865263,2.27272795208494,394.73901492654375,215.29243184396393,222.67833795777636,34.9,40.3,8.35,519.0899207615738,13.451895628570286,3.916125800141913,4.922252334993573,4.698013009217334,2692.775693258416,1167.9276989563841,3.813526919566698,2.2409303567573393,-0.11529121726978309,-7.822945001715141,-2.267850735810896,-0.30546697312814786,0.3000753387786901,0.42853736530388886,1.725496704837389,5.219646036429253,8.121786218251312
1985-02-01,403.1268082891459,393.74197602960487,399.3508978784836,96503,17966,382.16824565267046,5.5872632184558135,6.792470966052161,394.73901492654375,215.64025828159643,222.89385528257472,34.8,40.1,8.5,519.9490973605531,11.112850144243474,6.2192688357991415,6.086230881864481,5.976210598805437,3417.007658901857,1161.781274341316,4.569665965144793,1.8998917875016481,4.04883716448362,-3.947421859310623,-2.327909810663755,-1.4465677534992665,0.2989398311199096,0.22293727876400027,2.200762834074924,3.6906118668182444,4.331239808660044
1985-03-01,403.2880421441547,394.53688027009537,400.16296783885014,96842,17939,382.0696878734123,4.674190540120809,5.63116941383067,389.3859034800475,215.87147225743436,223.21626286975,34.9,40.4,8.58,519.6616833862736,6.152164821630086,5.488011878898192,6.88591856743983,6.834145820080607,3036.3465411861544,1207.1126160030544,3.2881819066692515,1.3239293348643493,2.1012745114838274,-9.303797918144994,-2.2085837596343936,-0.9743355425389382,0.3470617479043696,0.4079210464880134,1.9978426085268364,0.15218083017259687,-2.7467952204737838
1985-04-01,403.0149093346484,394.11176222824184,399.7269993465295,97038,17886,382.3388493685906,1.7282549888954304,2.245089522974189,393.76907521767237,216.21729392773008,223.53763433005955,34.9,40.5,8.27,519.2011971298721,4.6566618246931935,4.2648627893104845,5.745632713193288,5.654572789519591,1673.4789698828827,807.3959881591545,2.472165451497119,-1.9687910902191967,-0.5233858313339272,-7.544489177053265,-1.6834926328092763,-0.5233084027591701,0.382553271551366,0.4556090108589146,1.1528672258335524,-6.750460686504766,-4.3108160850452215
1985-05-01,403.1560944784322,394.3118490445366,399.914704273803,97312,17855,383.48395395574704,2.8597921651017155,2.240897009754555,390.1972669574645,216.33230256605378,223.75130962503306,34.9,40.4,7.97,524.4652857789303,7.1019536136874875,4.031277231145907,4.441268163844995,4.408991263382745,1162.6751020354131,648.2773786214275,3.2719328638350476,-0.8663371142379392,-1.2768993494636995,-8.836107963124903,-2.1536472369491833,-0.2887308347710018,0.3205062333982909,0.24430320410383644,0.7764743572588575,-0.3655363460072749,-0.41169920695139606
1985-06-01,403.229361118159,394.49025016497126,400.0993129486272,97459,17819,382.9510583853682,3.260010305940177,3.35351871721911,392.59259105971375,216.7910189667444,223.96452932201717,34.9,40.5,7.53,525.6713847967394,11.545038135684532,3.6951228862596395,4.139695039241701,4.099868832234506,545.7588840605604,638.9353671060235,1.5713559816335305,-0.14320142875671982,-0.10109698356313679,-7.740408063958682,-2.170770866171779,-0.14103889468481157,0.29895315451248905,0.28237855652230337,0.0465396499679791,-1.387765717371849,3.724713471323663
1985-07-01,402.57694606000223,393.88985994335013,399.5080241764092,97648,17776,383.68036466823065,2.935477443738641,2.2304839135504104,396.0813169597578,216.7910189667444,224.28350885882716,34.8,40.4,7.88,525.1854481662103,8.376564857609285,1.789330257180552,2.320860549809197,2.340036281845073,-194.68126382213086,509.6913030494179,1.5607460720072481,-0.5851329773599625,-0.39017982442894183,-2.9504300023097585,-2.5372551641777363,-0.6209743040648448,0.21427751432720044,0.09806099427149917,0.17561073431404317,0.6615792438182098,-1.4061207901890267
1985-08-01,402.9903814082372,394.48947603784796,400.0938235605279,97840,17756,384.6822932179891,3.9627775430223813,2.226345722095369,394.73901492654375,217.01959049483,224.38960966453664,34.8,40.6,7.9,523.9787450864552,7.140679734634027,0.9688839542830578,2.1410732401540713,2.0621721994887707,3947.9491526097263,516.8048844263903,2.2440402498385765,0.4161645086280301,-0.5684073872853053,-5.475770932480941,-1.0413826405060433,-0.5511464873312661,0.22605122546023892,0.2609000801719219,0.07199008373493676,-1.903986811255436,-3.441037981007396
1985-09-01,403.4210549204152,394.65133170839846,400.21378948704063,98045,17718,386.0455989371711,2.021374638065885,2.2222228572882057,400.0033882750859,217.4751721484161,224.4955980157409,34.8,40.6,7.92,520.4446161922149,6.072986596509779,0.4484864632706831,0.48605980218167133,0.443426948599722,-1479.8506894897873,225.05006531330946,3.6250040746737113,-1.5103467407597138,-1.0579362678111393,-0.9213253614918244,-1.9428020244453705,-1.4488023933750753,0.19285603381225513,0.14325053410949096,0.1378757474580281,-6.655759051762288,-5.458675576197642
1985-10-01,403.0069117587982,394.39634353610444,399.917637233673,98233,17708,384.47928651315874,1.995572084660127,4.432138002422076,397.78107459661493,217.36147116970855,224.7072383063787,34.8,40.7,7.99,524.6076291579387,5.653491084041078,0.6612476463516259,0.951995154131339,0.753066004146774,-667.9759663873701,223.077789778039,1.0518580613761515,-1.5368546236492788,1.2247424866843533,-3.4851995084197256,-2.7350556001597965,-1.8676130084199372,0.12889699772507157,0.18358455548114705,-0.03324713546758851,-2.153063725571883,-1.0103705872851823
1985-11-01,403.34420893086246,395.078592150064,400.5642666200951,98443,17697,384.7420482242487,3.489870284693722,5.51725109835546,404.65538983857516,217.5887439948088,225.02386126218363,34.8,40.7,8.05,530.9108917733571,4.755556387632116,2.581785342733383,3.175540950915831,2.9612035929303033,183.6126443513058,162.80980428031398,1.1802908974260617,0.3950056815402112,2.080376787561871,3.7756308123026088,-2.5645194516503977,-2.133625072509176,0.10893883605815091,0.1455096123775661,0.22330538601139605,2.529562801023303,-2.5958074816014802
1985-12-01,404.38544539661245,395.4879409133977,400.96994742700804,98609,17693,385.843233725507,4.036465768955656,5.492000432894272,400.369019395397,218.2674796321488,225.6541154492639,34.9,40.9,8.27,535.3184263255821,6.905590597796461,2.3257627033284507,2.778959990013391,2.727647548427285,475.1354905359476,287.4283929529229,1.215602002932485,0.9769375125261903,2.022466940981136,2.5294307104113045,-1.7140351895147319,-1.7625767778161219,0.21224513952628854,0.3403033187867166,0.35592340963696234,7.707217490537232,-1.4559040862946873
1986-01-01,404.8482108124004,396.6064121094516,402.0708786258516,98732,17686,385.9444675209289,5.508672490306096,4.37557458362436,403.77742107337065,218.0417459019838,225.4444717666111,34.9,40.7,8.14,535.5547995280427,4.805580888720245,0.6239154230314625,1.3958139188866312,1.3358232840504911,151.5708222327521,216.40014234931732,0.7822221339361022,2.415257134217922,0.9409003398844025,6.4853238566940945,-2.6802100732690235,-2.383192372939334,0.21457821833805468,0.093248647804315965,0.14403589445904164,8.653527813805454,-2.438952427851687
1986-02-01,404.1899727873853,396.11502556348387,401.53951455769584,98847,17663,385.6975303643909,0,-2.1857929540693584,404.48041166619646,218.38015570040787,225.758772706331,34.8,40.7,7.86,542.4597523644688,5.1685025065036205,0.033686391581227326,-0.3911616048306428,-0.5423228522795398,-430.08716704766266,94.2315915766012,2.693379913422632,-3.366687423100788,-6.281253936835936,6.8458866262164975,-2.0691255822051744,-2.0457789313951764,0.03107740348438881,-0.10614700682826594,-0.17544453620961153,19.60672866779828,-0.9170379492911271
1986-03-01,403.4983724826952,395.7816302521619,401.21796041674634,98934,17624,386.03717522441474,-2.6401186500119858,-6.581369330591342,399.82007016691983,218.49270495258133,225.9677591982769,34.8,40.7,7.48,547.6045029216652,9.607661310459127,-1.1157765284779089,-0.3594872185717577,-0.5712356303621391,402.6898819688795,24.760891576817812,2.9228769606239666,-6.581731209143333,-11.039237060123778,1.0859071672910545,-2.1791576558667316,-2.329104751456697,0.045517054980280136,-0.045906260787553776,-0.7603190945775946,22.039456804481915,3.1011167672922024
1986-04-01,403.5300253552808,395.94369849945485,401.5674661817319,99121,17616,386.652342135678,-2.4678786246403646,-4.4077184542336205,399.6364153861897,218.38015570040787,225.758772706331,34.6,40.5,6.99,546.1795852524207,11.644397877618058,-1.0396991012079297,-0.3094996325131092,-0.24276488002942642,280.5684526381374,2.630427737665741,2.5150176359608167,-6.104980817248341,-8.079020598054713,1.1083949364764862,-2.9040333141289807,-2.5268005975557912,-0.20384735300054047,-0.30298500108995796,-1.3833159631312544,20.646805153963783,5.005294643501574
1986-05-01,403.74619926865546,396.0936971457621,401.75301103412426,99248,17593,387.2512650332687,2.2013254887685436,3.3073057223759807,411.25118661775497,218.60512767380942,226.07208888953468,34.7,40.7,6.85,551.0804361930843,12.600745813282666,-0.7272911212186273,0.18904833093256457,0.4044657666339617,364.80005153259845,51.25389774831274,1.9456935517812326,-1.0718847716458937,-0.2922512624832123,12.942755651890764,-2.8375083012118125,-2.207544866254608,-0.05604904460009408,-0.05261023868698089,-1.4612940873252942,31.083340611300173,5.789646275594392
1986-06-01,403.41981593740786,395.7734148559316,401.4097528119786,99155,17530,387.0283923845407,4.45697375667482,4.39560931048469,401.2772908528289,218.8295946591918,225.9677591982769,34.6,40.7,6.92,552.48152697284,9.34144761261444,-1.759368104633836,-0.9905788189707323,-0.7584977557221464,-290.17475592962,-103.32447520906135,0.9618867145752574,1.4465786783512709,0.6716114755988638,4.517233964315096,-2.4109352122938787,-2.6227521012554575,-0.17893665362553435,-0.06198847777883998,-2.2053593135323553,30.49709455942127,2.078695840409104
1986-07-01,403.9782774229418,396.2640071224672,401.8879002296307,99473,17497,387.6830966259138,0.28769283395356215,1.0963911224094545,393.57395320454623,218.7174241482718,226.17630984737906,34.6,40.6,6.56,546.4340129196815,9.909070756310614,-1.5518426561554293,-0.77688699970588,-0.5741620844632394,1013.7662725306873,-123.8833668238949,2.3930174586693056,-2.7101188033699666,-2.3492359734743564,-4.241415989022016,-2.7418781856006262,-2.7248779007364305,-0.20007338296214527,-0.16625934304628487,-2.502935693997844,26.1614500355073,3.5887775315445873
1986-08-01,403.8445942743192,396.610580552444,402.20623582363055,99588,17489,388.1605034206613,1.5258315348753062,1.095390308831618,406.73158898341813,219.05355891854228,226.28042229822012,34.7,40.7,6.17,553.3112742927052,9.057333776379396,-2.4189402812295384,-1.538361355209588,-1.391130586920724,282.4741206941544,-103.15654149595866,2.9727506481455066,-1.9489230079385031,-2.6914224228446955,7.6892102695125,-2.38838990603449,-3.0040999595776725,-0.08816282423358501,-0.0314371604793493,-3.343547125235995,23.04231869409307,2.1259787015086573
1986-09-01,404.04725070908603,396.8191596221519,402.4074089235521,99934,17498,390.3284939484861,3.9052407670557776,4.371589534201476,404.8300623720694,219.05355891854228,226.17630984737906,34.6,40.7,5.89,544.3802063551127,9.61938049068192,-1.8460383745960485,-1.0087144742780083,-0.8668245238936834,413.80543830919487,62.23596830018505,4.093455894929889,0.6685714448816298,0.6147912031126914,5.1818296009410005,-2.8932969353660667,-3.4083858318059583,-0.21844010453268226,-0.01996779608322896,-3.202819888918225,15.265575734122422,2.4663543122877822
1986-10-01,404.51385616046764,397.22334238271293,402.8176269283217,100121,17477,388.8303918807553,2.1567698282858263,2.1798371116776085,399.82007016691983,219.2770226986839,226.3844264677615,34.6,40.6,5.85,549.7086238325804,8.784024881238889,-0.704622747981432,-0.850144791343439,-0.7074840105683506,411.34431765796035,-46.26974401576081,2.8937925565298315,-0.874075047416965,-1.3356267066539003,1.9463018446980414,-2.0135972833446942,-3.4916764130248907,-0.155221713488352,-0.11224670017031002,-2.2914087781591324,19.354466267050384,1.847837534804854
1986-11-01,404.96818683159074,397.6840237722154,403.27386257405556,100308,17472,388.4980634316263,2.152900401720997,2.175884549017132,404.305126783455,219.83350716202463,226.59211086224542,34.7,40.7,6.04,551.833604452724,6.190746189092356,-1.01922474807742,-0.6464620195226303,-0.41120396892193867,-36.65861637907801,-34.754418453427206,0.6389105730865481,-0.6727403945832071,-1.4604336716286217,9.114477337400615,-1.9266670764773721,-3.7751791156078127,-0.0897712462718161,-0.014399073048423361,-2.0942972574403216,24.276668538853073,-0.2938333699369897
1986-12-01,405.8066049881336,398.5472332151151,404.1123094312713,100509,17478,390.68295427167914,1.601184675367145,4.339968564226218,401.4579593753238,219.83350716202463,226.79936482244267,34.6,40.8,6.91,548.9639950613749,11.8027216373594,-1.6144681343361071,-1.1465470343801485,-0.8801494999024158,877.1418361968244,-91.78089386853026,2.2066634783877817,-1.2169919933123718,0.8528140282740324,3.19019029124712,-2.3836250795175147,-3.8707685498043247,-0.21921724447566504,0.08180867800664515,-0.1161215213013751,19.221680352872795,5.24597987146013
1987-01-01,405.49971743792537,398.25485684098396,403.82996458607295,100678,17465,388.14400789503526,5.598289848934898,6.480663816000346,409.1005660956586,219.94443340745323,226.90283094652028,34.7,40.8,6.43,561.3419987144403,6.973831283600916,-1.564039977279549,-0.605398056312481,-0.44190001538083834,487.5591706217965,-58.01939431138817,-0.7876186884247431,2.332963146915108,3.3208470371531877,11.785566673641881,-2.040510279866851,-4.569855703988395,-0.058396087003565356,0.13905731792174691,-0.7930000275050162,25.459461596725532,0.42800965668583935
1987-02-01,406.79988757242927,399.71946912231806,405.3036338400425,100919,17499,390.02540218281473,4.2033855151457145,4.301079873378128,401.4579593753238,220.27647577118347,227.10944259026746,34.8,41.2,6.1,564.9678257886785,1.5733694937076426,-0.8664416439996785,1.6406220455309608,1.7528704373973483,1181.4503381096874,111.43956320905272,0.6369530393906757,0.9473081549225539,1.2430123676708371,2.4829452453354293,-2.3811086950576623,-4.517360010740731,0.0538700922193911,0.6227290602939632,-0.9492468375580678,27.74428269466921,-5.056961089878501
1987-03-01,406.930022111584,399.7345290037408,405.3536456494284,101164,17507,390.1447279055961,3.1700098046845198,4.285718841116616,412.06618705394743,220.49722641270452,227.31562823032334,34.8,41,6.13,567.5725918011831,2.7048655384542726,-1.0588584258676406,-0.5069663992594542,-0.36739966199843366,281.4423838420771,98.17304750195763,0.8725761387177613,-0.14719953977735933,0.6275607822934153,14.2138838861311,-2.0838121264744416,-4.640990376568254,0.08465704990622669,0.3677574479341885,-0.7574277255133675,30.049365351210668,-4.117323454929897
1987-04-01,407.5588087517424,400.3230234174088,405.9278539709899,101499,17525,390.61658859437483,4.458557903043262,5.335713548561544,409.1005660956586,220.6074192613202,227.31562823032334,34.7,40.8,6.37,566.4209647518067,6.085426161378602,0.016234464940112048,1.1230595582636056,1.3580678253555902,619.8839602853986,222.03936160113153,1.3869840234540902,1.3516078405594878,1.2979929941842911,10.309006930589646,-2.7022559568681856,-4.94558392982708,0.004627290335555756,0.13189120150835265,-0.051035575339719585,30.77131703673308,-0.8612591655144497
1987-05-01,408.20239745282703,401.0504514882889,406.6438792968392,101728,17542,390.6789333629533,3.0422095675327308,3.190077199931853,414.94638614431796,220.93727112718668,227.52138961979136,34.8,41,6.85,567.0225711809882,2.2524642934455676,0.25963278368021747,1.1205110249811696,1.3714385714420132,264.1068378162454,184.4269444847232,-0.1837316070557904,0.19842315235067565,-0.07363713799165472,16.821656826703986,-2.3834242139448065,-4.757832383211195,0.07557060427244977,0.34472096776757866,0.6533524163507254,26.235184593205986,-5.052785752790081
1987-06-01,408.66634713618646,401.35465693925266,406.972907165775,101900,17537,391.0962443230825,4.538168456423964,5.298021850940032,411.41471895182804,220.93727112718668,227.62411176544438,34.7,40.9,6.73,571.7027701406222,0.7354664493403066,0.35671153290604707,1.0043329507400358,1.2910003809634532,777.4206329240697,185.68603702359906,1.1592477637063894,1.6629431827977466,2.3987565275700176,11.873073929177167,-2.9920367076948082,-4.690738221119403,0.0020822957825146204,0.23058144469297304,0.6651564902128033,30.64597250026054,-6.151336685972646
1987-07-01,409.35709297122935,402.1436895055068,407.7581510731373,102247,17593,391.5795879180644,2.766089836097865,3.1676217249278946,415.88830833596717,221.046980408624,227.62411176544438,34.7,41,6.58,576.4124716214926,1.9014697150544297,2.1071948490566115,3.015556427588308,3.2964335894982355,1124.414710084413,266.11546372427983,1.33558352416361,-0.43058938391124935,-0.20860824464975947,16.65780507654904,-2.7507058499246284,-4.915167750922535,0.03347035639301055,0.36879216162507333,-0.10387686809027485,34.16099431116152,-6.113630968646635
1987-08-01,410.1844699080593,402.7791568952902,408.3955785265486,102420,17630,392.34376102434,4.745370369275122,5.260858930241339,413.8361447638875,221.7027204632399,228.23823856765264,34.8,40.9,6.73,579.848637373981,3.966090691780556,2.063186538070795,2.5777678434817517,2.8248303419591707,1008.2367675372807,269.6741906382158,0.6425906619340367,1.566507107497102,1.8960779953483318,11.718417116553269,-2.1461709270691074,-4.177774985166877,0.14479006750948997,0.20590827026832415,0.07678684477719688,38.73629157548123,-4.164326133841968
1987-09-01,410.4408747979692,403.35519054552515,408.934877067703,102647,17691,391.87205268758674,4.025241375088408,4.192144001472152,412.8745988939433,221.81159363675954,228.74714551839978,34.7,40.8,7.22,577.4023415425015,4.8535241639523985,1.7274436674904905,3.0164924166654714,3.28606239926836,847.702462915011,386.5259683072218,-1.6762939543141897,0.7823287483090264,0.9978624952337927,13.998109351612243,-2.5387872772377875,-3.5056699066257124,0.06506777021532884,0.09024164158511638,0.41823330916112766,40.245889505762875,-2.7022262714641494
1987-10-01,411.88908226401,405.0187150265268,410.4916811854908,103138,17729,391.8104475744014,3.7998563465087054,3.1345250735099532,417.8992036282385,222.13750375685026,228.64557110641618,34.8,41.1,7.29,552.85953789619,6.540457564135157,3.7465418252530185,4.778149768687854,5.024830133840453,974.9056235440221,354.55575003775084,0.24924550599001805,0.8858214318305282,0.19363197023184142,18.129099730050427,-1.8931955656933042,-3.517936092522916,0.1628282744778815,0.3580239064169035,0.4667913685750493,11.973199302346188,-0.3905377838547732
