Date,Production_all_log,Production_NAICS_log,Production_SIC_log,Employment_all_lin,Employment_manu_lin,Consumption_log,Inflation,Inflation_urban,NewOrders_log,Wages_all_log,Wages_manu_log,Labor_all_lin,Labor_manu_lin,FederalFundsRate_lin,StockMarketIndex_log,M2_cca,Production_all_log_cycle,Production_NAICS_log_cycle,Production_SIC_log_cycle,Employment_all_lin_cycle,Employment_manu_lin_cycle,Consumption_log_cycle,Inflation_cycle,Inflation_urban_cycle,NewOrders_log_cycle,Wages_all_log_cycle,Wages_manu_log_cycle,Labor_all_lin_cycle,Labor_manu_lin_cycle,FederalFundsRate_lin_cycle,StockMarketIndex_log_cycle,M2_cca_cycle
1976-02-01,379.9358099770679,368.3608084827605,373.5610356601543,78816,17384,352.99423375527175,1.5467591436331705,2.1486129285459525,422.9749199228304,159.53389880545987,159.73653311998314,36.3,40.4,4.77,460.22659628116173,15.908114340776235,-8.837874273430316,-10.414824798379641,-10.49974700048665,-3196.2502683625935,-613.7947698027747,1.1877171376510205,-4.972990841218985,-4.36655478150878,26.02427052915226,1.8926839688846258,3.25303604616974,0.18491579207275777,-0.3037230980768726,-3.0074714296242906,-16.639035312426756,9.929016365023994
1976-03-01,380.0253104585136,368.53708060007693,373.7281447716826,79048,17470,353.491209081651,1.7884970453856022,2.1447726889150562,412.06618705394743,159.9387576580599,160.54298910365617,36.1,40.2,4.84,463.24934524455836,11.137237289663386,-9.106352052359682,-10.74684050245628,-10.6901069449371,-2622.9516057620785,-609.2442907167642,1.7182743165697616,-5.025705466109443,-5.085163358600734,15.97051601138179,1.305551726400978,3.661385290151429,0.017109253935849722,-0.48292452867171676,-3.157594363873134,-10.901423436048901,5.919959100397707
1976-04-01,380.5868841581563,369.1510988587876,374.3814982506974,79292,17541,354.2031213127007,2.7182836405943434,2.1409461522016704,417.74594689326074,160.54298910365617,160.54298910365617,36,39.6,4.82,462.1437148613318,12.279811536034744,-8.919842371048958,-10.423854012554443,-10.30569922317352,-2424.229472885374,-715.6878943966512,1.6237006152049958,-3.7318490767059584,-4.085665715050886,21.416841365891855,1.9917244185867276,3.6360343040933287,-0.039079390672526415,-0.7961789056725053,-3.6711581711924435,-9.540161194068503,6.374441512995825
1976-05-01,381.05239137563166,369.68798653068416,374.9388775165846,79312,17513,353.4853766474829,5.7005312464139335,6.400015170435124,413.19614257934074,161.14359150967735,161.74060820832773,36.2,40.3,5.29,460.6968567929471,12.71520171671516,-10.277402819119573,-11.761916733498538,-11.846729916999948,-3112.7009371161694,-761.9091105040497,0.4138325696900438,-1.1899485992668257,-0.2856346682348434,13.67686764947564,-0.9553028404311306,1.2750089088145842,0.12539088197372905,-0.2719866011571952,-3.374045974218716,-6.134259236890898,6.649167475086618
1976-06-01,381.07209098978217,369.7038577752462,374.94334852036104,79376,17521,354.6220820376357,5.231922967349082,6.366062675631983,410.4294893075269,161.5419984111648,162.3340817603092,36.1,40.2,5.48,464.70795794757345,6.140405080752301,-9.759537508499193,-11.853464032885768,-11.874961303087616,-2565.414578791635,-759.8495312372761,1.3572940281587762,-1.354916916168711,0.21685513969607406,6.907192874223654,-2.5258954506607267,-0.43761085875766526,0.09750648741822232,-0.3412640789460255,-3.8764601415172546,-0.99482417115712,-0.4466443990907134
1976-07-01,381.6689825359317,370.4459945430925,375.71827545680895,79547,17524,354.9100011585651,6.0485816118758,6.332468521012583,406.0443010546419,162.13664832993743,163.1199404215613,36.1,40.3,5.31,463.8991753798482,9.64929641226126,-8.53111584445685,-9.701622099106658,-9.688940779532288,-2064.4720281457558,-640.4909915334756,1.701144182550422,-1.2988200812141821,-1.205189445476556,6.116811684260995,-2.5559430368699623,-0.9736355579323401,0.06745362457867543,-0.2526522919074452,-5.1376386871275725,5.440984751909184,3.3958494139838296
1976-08-01,382.37096903757526,371.0963790057464,376.382457576022,79704,17596,355.08522561991566,6.614440973223102,6.299227063372494,405.5257173514054,163.1199404215613,164.09365794934715,36,40.2,5.29,463.3854858716914,13.62028352055631,-5.943789891426945,-7.064597989828201,-6.992840334590085,-1314.6085082977952,-193.9272929807812,-0.1459605347938009,-0.49657753912372815,0.17330429775050504,5.516919609151159,-2.117569005560938,-1.3237468904543448,-0.008596464298314288,-0.34338193133029904,-4.010089512322112,13.5214939804398,7.687284658863496
1976-09-01,382.65326529122643,371.29181944398397,376.6081207017403,79892,17665,355.46049282914674,6.736248041898502,6.266332777382216,401.2772908528289,163.70530794670736,164.86586255873817,36.1,40.2,5.25,465.6243437167911,13.143376470971056,-6.666543617236755,-8.119566688730515,-7.740145263634872,-1251.229203852272,-67.45048132223747,1.5528915852727323,-0.8360597249658817,-0.5948534001708561,0.35071852765798894,-2.8557275199370054,-1.648413959678578,0.13101104868658098,-0.25996001474933195,-3.984544849235384,27.610061969987328,7.273722661499191
1976-10-01,382.69159957975626,371.22248181089276,376.58196616997145,79911,17548,355.6147741659978,6.26633277738195,6.233780252524716,404.305126783455,164.09365794934715,164.67336971777974,35.9,40,5.02,463.3757662276349,15.243071047051227,-7.004918675646309,-8.008008284424932,-7.641194020889998,-1650.4690028096957,43.2145393726023,2.4077394303153596,-1.3666144647235638,-1.970857564982869,1.411710993533518,-3.571655948263924,-3.638720220303071,-0.02564848743173087,-0.4602714247151809,-3.486017622423562,10.674242097274657,9.076955035436798
1976-11-01,384.155332971673,372.4987153787882,377.82790187785434,80240,17682,356.1897992353146,5.451435145438635,4.1379351346991085,401.99801469332385,165.05798557652756,165.82280766035325,35.9,40.1,4.95,462.59527055819814,13.998037836603666,0.21705468044871168,-1.3265389539839703,-1.1014495492037781,896.1909849774092,992.5508016464446,5.0844067199620895,-1.957981143837559,-3.069273795289928,-3.547988805010391,-1.7738865109112112,-2.4299742957920785,0.08208881355233189,-0.1790200113365472,-3.506297555944614,16.034570609274454,8.06245868081728
1976-12-01,385.1962974200446,373.55936554390223,378.8704426885394,80448,17719,357.5094664807316,6.711557832969849,6.180271171579033,407.5841090657541,165.44112780768316,166.5818245870208,35.9,39.9,4.65,467.7118675994887,14.461794104175588,6.595159188399009,7.449415574653358,7.617874639863828,4203.839821988062,1850.3656154194068,6.983953051183505,-0.5874897073207164,-0.5750921698659406,-1.3940612419969511,-1.587564903214286,-2.290794834078582,0.12402126454689721,-0.28235088715775447,-2.6604770054063094,21.56219175321786,9.233771046941756
1977-01-01,384.6472772682934,373.3484683169056,378.62919679192146,80690,17803,357.22051785558364,6.9063822297395605,6.14860439984336,404.65538983857516,166.01310267496186,167.70965609079153,35.6,39.4,4.61,462.5266877886175,13.671820595331605,5.860136010712893,7.1155853888705,7.239938076328599,4644.758594365456,2164.2556052840537,5.777403300980438,-0.1046571993120784,-0.7113542927955931,-1.2215849668803571,-0.4827752307411117,-1.1306628976098807,-0.12437979120306863,-0.6377464818259426,-1.3130627310573626,5.229592783161991,7.849293912971824
1977-02-01,386.16072206532357,375.1231993984464,380.39944893759514,80988,17843,357.7752343561773,9.364660464797817,12.203495003554814,403.9536325727106,166.7706820558076,167.89639750827106,36,40.2,4.68,460.3368564041463,12.702867467198642,8.30790890957985,9.828113558156645,10.052677348320003,4986.343060554151,2368.1859264484374,4.442394401301044,2.2816605677042965,5.295867742887268,3.332308069701412,0.5477315641480516,-1.795963706242759,0.328777092448,0.23644292731938776,-0.6852716981315154,-1.7999231126171935,6.9730643099420595
1977-03-01,387.39264601613013,376.5525630870663,381.821988943246,81391,17941,357.84226410313613,6.011787227962718,6.055521681149328,415.10399058986457,167.14733033535532,168.63989535702288,35.9,40.3,4.69,458.9244015116759,11.056246590764221,8.551624308112423,10.145494121299521,10.23367380208623,4872.633802031647,1811.8831689204762,4.415394977137225,-0.5206715224272012,-0.4763173357837953,14.246287653540662,0.40544144254690195,-2.3266866874061805,0.2863105396551333,0.41043149596347206,0.25075467863762757,-2.6568334721648057,5.723712085627371
1977-04-01,388.32901420052104,377.54492752988153,382.8719654296438,81728,18024,357.9817652696686,6.96956749148036,8.026785780955787,409.93321037331395,167.89639750827106,169.56156086751528,36,40.4,4.73,458.9447245839799,11.155392089526483,6.850740574002259,8.286369908301936,8.41487282292286,4334.606650444664,1545.932421327634,4.502336004916401,0.9628751632409305,2.165179356354363,9.376227102190228,1.6302333629874681,-0.3228274433637637,0.3924014605409454,0.4891354687809297,0.42156527603179494,-8.39992622350178,5.315090065996381
1977-05-01,389.1597824385591,378.4137359824722,383.73231658477573,82088,18107,358.25740477430054,6.060618943282286,3.993348111209695,416.66652238017264,168.63989535702288,170.29282555214394,36,40.5,5.35,456.55974420792535,9.366484487926481,7.167271749352153,8.0476372563989,8.012777611210595,2118.7496136170375,1255.636725507422,1.7234933726831514,0.46393032892185193,-1.5212661365890252,18.208945978141003,2.7522681081038343,0.81575974350406,0.3953389850747939,0.5906036237258263,1.3359026204053865,-15.552450638127368,2.588713443599355
1977-06-01,389.8791858579003,379.2525250480566,384.5665230451379,82488,18192,358.22125299204106,6.669091062166665,5.965215266424482,406.21656638578656,169.0095815451555,171.19945007591923,36,40.5,5.39,460.9958732576576,8.702856671617266,6.31097142883965,7.456214540254109,7.322582302673879,2548.3376607906102,1526.981878885359,0.4049209063061312,1.1405685148841336,0.7660716226297293,12.420245293686946,2.8297085044846426,1.538374564187535,0.3855519636158533,0.5455203303768315,0.741202782576857,-11.810949556386902,2.1201817556845333
1977-07-01,390.0193309674567,379.27303308401076,384.5733619086924,82834,18259,359.0301440752841,6.22112573867984,5.9357087223904745,407.5841090657541,169.74487897568136,171.91887763932198,35.9,40.4,5.42,459.360352938395,8.738021837079248,5.90631415569203,6.641954100666908,6.4869982603015615,1008.1536734050896,1503.781073222086,0.20738455386367605,0.5030754377449176,0.5017382815714164,14.300182992417263,2.896863235310718,2.133203222569307,0.2995201734878066,0.3913094169867506,0.34542764234143153,-6.519193077739033,1.9094245068734983
1977-08-01,390.0474578299085,379.7310002395343,385.028589002013,83075,18276,358.97218825807175,5.593894149872225,5.906492646514146,407.41418549045807,170.11051009599242,172.4550719534605,35.9,40.4,5.9,457.2336997891507,10.033747624537932,3.6209792116250696,4.905958085809516,4.838062409326824,-1224.2137044974224,794.2340601916585,0.36764441868831454,-0.20260970863841177,-0.5896693901782486,9.79115526577965,1.583840583129728,1.7860035793416955,0.289369477965046,0.31868919506946725,0.9914275030405051,-6.679514149109991,2.550338223889069
1977-09-01,390.5278311027799,379.82225288451394,385.1805800606135,83532,18334,359.2836505900405,4.493483208681799,3.9215721175392155,404.305126783455,170.6564623164823,173.16555451583497,35.8,40.4,6.14,456.98538305010504,8.891793261160398,1.6946430991824286,2.1429452285420325,2.2151609342103598,-684.1436239787581,797.2744681801851,0.576321231397003,-0.6309321784499939,-1.1290111219900054,5.654041628594882,2.269516006962931,1.8852628271333174,0.221363736597894,0.279591633282422,0.8425208529868833,-3.7512009904429533,0.6022303368698463
1977-10-01,390.7195371131267,380.0845604448755,385.4237100639277,83800,18356,360.114053980593,5.5471762005868595,5.858433116770248,404.48041166619646,171.37979277583432,173.87102481382396,36,40.6,6.47,452.547737376067,7.487425299293221,3.7536710991335553,3.935157904679045,3.8680170646774172,-1109.6199031668511,846.6961762683604,2.303501193750833,0.8346463602462411,1.165407385848523,2.6001407936104783,1.855834698248998,2.0647328672299636,0.41282632701401667,0.44305376142919073,1.2862025211342774,-13.973939878417184,-1.1367673022527267
1977-11-01,390.824989619562,380.2699090313397,385.58419961256635,84173,18419,360.72354650734263,6.916445660100161,7.767017406741023,408.09215418899606,171.91887763932198,174.39688053917064,35.9,40.5,6.51,455.20858359860085,8.01147467849267,6.2225694113588474,6.584432443220294,6.559580882605985,45.98012760098209,1168.5054030052052,2.37959342951973,2.1060220640135983,2.614503166144499,1.280253559565665,1.4038518966349898,2.180886195523584,0.3503823223670395,0.3497814146336822,1.530589890425171,-13.413369947258218,-0.7554033400071134
1977-12-01,390.9918793125429,381.3838899852485,386.67075972955513,84410,18531,360.92137586956807,5.782085536544083,5.792448897979133,410.5943698065453,172.4550719534605,174.9199854809259,35.8,40.4,6.56,455.49289485208504,7.48610632536607,5.033466531815407,6.464207714059853,6.194321731043999,-420.7412230109476,995.8877081775827,1.1206184458478106,0.8098576953888355,0.6247129585160014,6.155995761917893,1.9131822722801815,2.3086289669894313,0.25789297129847455,0.1525390833141671,1.424218781373452,-13.865001440220112,-0.9440248924586605
1978-01-01,389.602776084291,379.9140940371469,385.23664149181815,84594,18593,359.8462283989474,7.061627439963878,7.68002621456127,410.4294893075269,173.34238922150917,176.3017000362401,35.3,39.5,6.7,449.1441420659749,8.847098896962454,3.089494201586376,4.527755855693044,4.316715865488902,-1405.8339814967912,955.6121151182524,-1.4590565403206028,1.900520943905188,2.450951335939462,8.831024878453775,1.8316343886508832,2.8338737213866523,-0.26045645614983215,-0.8221433837304062,1.9724976144489448,-31.09328771375334,-0.87215059707321
1978-02-01,390.0966102549925,380.2219300072945,385.58123775912287,84948,18639,361.2942888023996,5.576184560851147,5.7279345031891085,402.8916756899646,173.87102481382396,176.81496035889214,35.6,39.9,6.78,446.63677945966026,5.426486714872537,3.4856212897290106,3.5781396828933225,3.524127626636812,-719.2608851844998,1101.0525855718806,0.50132118670507,1.045939250514622,1.2187236531796657,-0.1788152790234676,1.8797174987643928,2.330433391573422,0.011360001467600966,-0.4933299041844421,2.0667228353897977,-31.349769084003924,-3.5211175848130534
1978-03-01,391.9848307729412,381.9609426422237,387.326554495677,85460,18699,362.287318970133,7.741846180248521,7.594962061977036,403.60089852091374,174.57155307266484,177.15567619105354,35.8,40.5,6.79,449.09931297161864,6.238133301745038,6.778307232633836,7.350124306525231,7.34016070229444,782.0201346532849,1276.273921855398,1.508011031373826,3.7355272329242366,3.4924139229526068,0.9321311766846065,2.123101845054663,1.176009762106105,0.23238188679253824,0.13189205938491,2.1745718703747148,-32.14768660290116,-1.8722859336317539
1978-04-01,394.0353869596207,383.6093991568622,388.92128199595766,86162,18772,362.8890567674937,9.046661539015943,9.4265999283706,409.76723523147757,175.61322915849038,178.0024213009634,35.8,40.4,6.89,457.2956884278195,7.590860766822143,9.411521665637963,9.600754638854596,9.393843069841978,1698.7025127438246,1362.4311271500337,0.6919851835630197,5.035349323645395,5.265218021762621,8.425101380151546,2.573392608788936,2.5122542413091082,0.25652342777294024,0.20035176414555167,2.4624354528452628,-22.887284582306222,-0.7212069945179742
1978-05-01,394.40564132091396,383.99468139632665,389.26628002488667,86509,18848,363.2864503917242,8.554604137326363,11.215034901885119,415.7319361383489,176.13002617433463,178.50704810772584,35.8,40.4,7.36,457.71821288802545,9.284201200452936,9.657002188837907,9.84592660526647,9.557188245163843,3755.827294191302,1874.3650150894828,2.270911971448868,4.433266327010871,7.262451896628001,16.878155171848277,2.620578450413433,1.6885208339565168,0.2243719489833893,-0.004468496233620556,2.550974698663887,-22.317576310096,0.978887374177873
1978-06-01,395.0922513154333,384.7938781082159,390.03531770861383,86950,18919,363.61113885752803,7.826574544667748,9.266455312692383,415.26134703460764,176.81496035889214,179.3424748547116,35.9,40.6,7.6,455.94403238140006,7.3031796358564165,10.44300405243888,10.87124927827341,10.65307114610954,4655.605890243838,2001.8508727325607,1.587073492532511,3.353285174033985,4.729928627715523,16.63777536419923,2.687900740564288,2.0595908143552037,0.3233247645942754,0.18402287981523813,2.7866470146286213,-26.046599201925915,-0.7390336474535388
1978-07-01,395.04587952250574,384.7379945493252,389.97317768104983,87204,18951,363.13562678702704,6.553276124518288,9.195447294682916,416.9761201506855,177.4952350911674,180.1709800081223,35.9,40.6,7.81,461.1947170267115,5.085907862843642,8.990176222095272,9.10121237063538,8.800777755061745,4104.837312933814,1917.6576947224748,0.7462674455906608,2.4280276190093737,4.7531488076147514,18.37931967559888,2.9759064177111156,1.8749954670964257,0.27620436790841296,0.08783551367079667,2.984514104020838,-20.603628427501917,-3.6560317008817362
1978-08-01,395.42066325058926,385.27166393307044,390.44020394967816,87483,19006,364.0345507118081,6.030951760433905,7.305958640706426,411.57798429421655,177.83364488959143,180.66480817218056,35.8,40.5,8.04,463.75405757000215,8.488897531629334,7.76633781031768,7.890221491379293,7.571454335797341,4218.733825785195,1620.8440704386157,1.6769312791425932,2.067428595685535,2.985437145764572,12.21668716257767,1.7311101840731737,1.0814367597514263,0.21725316865898492,0.03623488011164966,3.0247125719381263,-17.6268349624458,0.7515827214515403
1978-09-01,395.6728648811997,385.7995450037836,390.89101655653485,87621,19068,363.8743384620139,6.830907703594948,10.876207384016293,411.57798429421655,178.67469274045106,181.64520818184266,35.7,40.5,8.45,463.02529761078466,10.30433809664467,8.08814369104067,8.58489318137589,8.183771952392192,3958.8622811593086,1555.6305497268222,1.7395516368230233,2.8784209869102972,6.770066070898718,13.753041114347411,1.2496945675736129,0.7886905838088865,0.09158502775011357,0.02425427234000921,3.454990084894857,-20.43041422170893,1.8961332545274754
1978-10-01,396.47179170911227,386.5415557399724,391.63038296116207,87956,19142,364.0424233844533,9.470969133550147,10.778515578993105,407.41418549045807,179.50872593207296,182.4549292051046,35.8,40.5,8.96,453.4211118518344,6.49540013204944,9.988944388804441,10.796268765830519,10.413505169090968,5303.743567359983,2439.3299727381527,1.7189107727371606,5.390153992697617,6.515209985890061,8.770502491658988,1.9692338686977848,2.7552647764635196,0.22429761605399534,0.06649958202910256,4.156526089835532,-28.252312929908328,-2.347744030362458
1978-11-01,397.22654365719706,387.46637586707783,392.5458345684396,88391,19257,364.4038979640782,6.807218835769837,7.132264681017765,412.55201796905504,180.005827204275,183.41801851120073,35.7,40.6,9.76,455.0713968513046,6.019043378385033,8.00584337975073,9.228095551406113,8.849499105035022,4235.889312302024,1727.1183627764913,1.3080618816539413,2.667841037868742,2.8499065655475606,14.127104612278913,1.1944150304994423,2.6054763284122373,0.11646288264849147,0.13134352113699066,4.932253810422132,-25.13175005355322,-1.8202820060788563
1978-12-01,397.75972400293114,388.2151254223183,393.3044497449964,88671,19334,365.0060660180303,5.615040376206213,7.090124023399786,409.26765051214034,180.82887711792654,184.21356765531218,35.7,40.5,10.03,456.54933792399373,6.076854203320534,6.588906670426297,7.845739984472573,7.515585918878514,3742.9228885427583,1816.3716489199942,-0.2385497775701424,1.5146095373479902,3.0041017963110193,12.33446240245047,1.7293444136729477,2.811380510777184,0.15586502038661365,0.10286755498894706,5.455709088123267,-30.09212880526644,-2.7232577560766407
1979-01-01,397.1146265470697,387.3797636755157,392.4822738223627,88808,19388,364.64676548568974,8.997167126298349,10.557252844234958,404.8300623720694,181.319474994812,185.0028377352031,35.6,40.4,10.07,460.4469940873698,4.909416549635878,7.454598581935784,7.872914054479622,7.711241688222913,3293.0686737564683,1652.124388742348,-0.3276338827883478,4.893218978248816,6.502549057695781,9.146967043803443,1.745780826675599,1.708895199876764,0.16823048209973734,0.2111919514287237,5.509068046106601,-20.946052279447315,-3.249355037877777
1979-02-01,397.6504649948273,387.722242906119,392.85398482853486,89055,19409,365.13073812061793,6.419014647800563,12.20054082653309,407.07346965829674,182.13182714695995,185.62979903656262,35.7,40.5,10.06,456.72606025284983,5.412099084396149,5.907493941205985,5.564689536001936,5.352378003336071,2756.248087755288,1831.435077034639,-0.11567973682923594,1.8927459220075011,7.743002721236195,9.135139353734814,1.9048104212853048,2.4942927148557317,0.17700924469801294,0.08202323152485036,5.6109416504575185,-22.58700364732323,-2.2816321806896216
1979-03-01,397.9631185338725,388.21162226483966,393.35006996043757,89479,19453,365.2267335617204,9.315183874307568,12.077743939369004,403.77742107337065,182.7769906751088,186.40801308076811,35.8,40.6,10.09,462.0945065729499,8.6780823676235,4.696672085033697,4.122218028931968,3.8790934009327316,1833.2514547638275,1468.0021385177752,-0.057113547450114766,4.4459628526832375,6.784553023965236,9.182490480320439,2.2068825377001247,2.217079401611727,0.32242497275950655,0.13360548473909972,5.686584038103209,-16.09355362367046,-0.6145841692559824
1979-04-01,396.82861297271,386.58073244311504,391.722345959506,89417,19450,364.6624141216822,12.440487498908478,11.957394311318074,400.9149716158869,182.61608959453875,186.0974538249528,35.3,39.3,10.01,462.26171192459003,12.30162391396472,2.390661193963467,1.8035190119074969,1.3902654802046186,1567.5320640807477,1510.333127561411,-0.21155670192655407,7.450049617955316,6.723434322488865,4.886353036072649,1.1908761716918832,1.3875060681718594,-0.256581083677645,-1.2779419553083642,5.517856172324165,-16.004100026609706,3.2041070574203836
